Country,Year,Manufacturer,EV_Sales_(USD),Charging_Stations,EV_Market_Share(%),Total_Vehicles_Sold,EV_Type,GDP_per_Capita,Govt_Incentives
USA,2020,Chevrolet,"$20,022 ",913,8.85,64151,BEV,9531,yes
France,2019,Volkswagen,"$37,538 ",,15.67,133196,PHEV,30831,YES
India,2020,Renault,"$11,779 ",3276,26.46,65830,PHEV,73013,YES
USA,2018,Chevrolet,"$17,900 ",2072,23.56,72373,HEV,20880,
USA,2015,Kia,"$35,081 ",3489,16.22,127644,BEV,36081,No
China,2019,Renault,"$10,206 ",1241,25.42,63357,PHEV,37824,Yes
Canada,2022,Hyundai,"$33,573 ",3546,24.1,93434,BEV,31063,no
USA,2019,Hyundai,"$4,417 ",,8.13,73889,HEV,15506,no
Germany,2016,Chevrolet,"$29,305 ",1460,2.36,82718,BEV,66066,no
UK,2023,Tesla,"$27,781 ",3525,5.93,47391,HEV,2079,
India,2018,Nissan,"$30,350 ",4216,,86782,BEV,31951,Yes
Germany,2017,Chevrolet,"$15,827 ",4573,17.81,24062,PHEV,,no
UK,2023,BYD,"$17,697 ",,29.67,86264,BEV,33230,Yes
Germany,2021,Nissan,"$19,537 ",2486,7.87,69201,BEV,46203,YES
Netherlands,2019,Hyundai,"$1,641 ",859,24.13,88602,BEV,70806,
Canada,2021,Nissan,"$43,314 ",4693,3.11,139659,BEV,70322,YES
France,2024,BMW,"$22,150 ",4140,10.42,62599,PHEV,40661,No
France,2017,Hyundai,"$30,209 ",4479,22.18,41152,BEV,44240,No
Netherlands,2019,Nissan,"$46,260 ",4668,22.45,54129,BEV,62078,yes
UK,2024,Volkswagen,"$40,937 ",3356,10.69,62855,BEV,29379,Yes
India,2015,BYD,"$43,439 ",708,11.79,58290,PHEV,46747,Yes
USA,2022,Volkswagen,"$5,796 ",136,13.06,25819,BEV,46349,yes
Japan,2016,Volkswagen,"$16,497 ",1376,,59476,BEV,23837,no
USA,2016,BMW,"$15,497 ",4089,23.3,25373,HEV,,No
USA,2015,Ford,"$3,387 ",1472,28.53,7228,PHEV,29756,yes
Japan,2022,Chevrolet,"$6,540 ",3570,7.04,12298,BEV,18010,yes
Norway,2022,Hyundai,"$32,158 ",1385,11.38,33648,PHEV,4729,no
Germany,2020,Hyundai,"$6,474 ",3544,5.68,104344,HEV,22398,
Germany,2024,Hyundai,"$35,150 ",4918,7.51,39309,HEV,63766,No
UK,2016,Chevrolet,,4785,,,HEV,18065,No
Norway,2022,BYD,"$22,138 ",1083,2.26,52458,PHEV,70876,no
UK,2016,Nissan,"$35,424 ",2590,22.32,38583,HEV,49940,YES
China,2019,Nissan,"$14,400 ",3258,4.86,62604,PHEV,13021,Yes
Germany,2016,BYD,"$7,272 ",1637,18.38,31736,PHEV,52137,
Norway,2018,BMW,"$30,732 ",4163,1.19,83180,PHEV,1901,Yes
India,2022,Kia,"$22,944 ",1108,17.96,53807,HEV,6622,no
Japan,2016,Renault,"$1,878 ",,2.77,74064,PHEV,46201,no
Netherlands,2022,Tesla,"$42,724 ",1917,12.81,106936,PHEV,51210,Yes
USA,2023,Renault,"$22,999 ",4258,1.65,28602,BEV,13632,Yes
Canada,2022,Volkswagen,"$31,107 ",1771,19.18,95489,PHEV,71354,No
Japan,2022,Nissan,"$7,849 ",2898,17.59,46193,BEV,25299,yes
Netherlands,2022,Nissan,"$48,475 ",1472,12.16,139931,HEV,41581,YES
Norway,2021,Tesla,"$35,336 ",1524,3.55,102873,HEV,48645,yes
China,2016,BYD,"$43,500 ",283,9.22,103623,PHEV,31024,No
Netherlands,2017,Nissan,"$31,234 ",525,19.83,130034,PHEV,47216,No
USA,2018,Nissan,"$6,797 ",1421,8.71,81667,BEV,25162,Yes
Netherlands,2023,Tesla,"$6,508 ",3342,17.37,17381,PHEV,37444,No
France,2016,Volkswagen,"$35,840 ",3270,9.33,132079,PHEV,1066,YES
Japan,2023,BYD,"$49,123 ",4296,7.7,120275,HEV,60658,yes
USA,2020,Kia,"$38,998 ",2542,5.01,89034,BEV,59531,No
Netherlands,2023,Kia,"$13,440 ",3349,11.34,71267,HEV,62431,Yes
China,2023,BYD,"$25,148 ",208,10.07,58715,HEV,18174,no
Norway,2019,Chevrolet,"$43,098 ",1841,24.31,109462,HEV,18558,YES
Netherlands,2024,Ford,"$44,737 ",,11.84,131743,BEV,18118,Yes
India,2019,Ford,"$23,116 ",808,29,26911,HEV,46264,yes
UK,2019,BMW,"$37,856 ",3094,13.42,39587,HEV,2129,yes
Canada,2023,Hyundai,"$28,522 ",1615,11.64,73652,BEV,30265,No
Norway,2017,Renault,"$32,830 ",2943,10.08,124266,PHEV,71610,No
China,2021,Chevrolet,,1860,1.2,,PHEV,1893,YES
Netherlands,2021,Nissan,"$34,658 ",3399,23.72,87073,PHEV,69968,no
China,2020,Tesla,"$35,639 ",3096,22.79,133845,BEV,15605,no
Netherlands,2015,Tesla,"$6,086 ",2927,19.61,38272,BEV,27928,YES
Canada,2020,Nissan,,1177,15.1,,BEV,21711,no
Germany,2016,Ford,"$20,539 ",3803,10.19,102934,HEV,2577,no
Germany,2017,Nissan,"$42,756 ",3784,27.86,77554,PHEV,11785,no
China,2021,Renault,"$7,191 ",4002,27.44,25488,PHEV,72894,
Japan,2021,Chevrolet,"$20,081 ",1472,15.52,36592,PHEV,77106,yes
UK,2017,Kia,"$49,165 ",3464,4.48,143830,BEV,14386,no
USA,2024,Nissan,"$6,721 ",697,10.54,99040,HEV,5922,no
Japan,2021,BYD,"$46,907 ",1821,9.39,100856,PHEV,71714,No
Canada,2024,Chevrolet,"$30,522 ",1654,21.45,48096,BEV,74717,
Canada,2015,BMW,"$46,263 ",3116,26.32,67476,BEV,72916,No
Canada,2016,Nissan,"$1,115 ",2340,28.82,2578,BEV,32973,No
UK,2017,Nissan,"$9,658 ",4277,6.64,81132,BEV,39185,No
Canada,2020,Volkswagen,"$22,888 ",699,12.65,58868,BEV,23504,yes
Canada,2015,Kia,"$17,266 ",2266,14.37,36062,BEV,43543,yes
France,2022,Volkswagen Inc,"$15,059 ",381,28.08,24861,HEV,74843,
Japan,2023,Renault,"$40,705 ",456,21.46,92197,HEV,30086,YES
UK,2019,Chevrolet,"$48,722 ",2949,22.04,97488,PHEV,,
China,2024,Kia,"$39,237 ",1083,9.88,111227,PHEV,16386,
Germany,2022,Ford,"$39,682 ",4667,19.31,130545,HEV,54634,no
Japan,2020,Nissan,"$21,681 ",993,29.35,98133,PHEV,11143,Yes
Japan,2021,Kia,"$26,355 ",1917,16.78,69339,BEV,42505,no
India,2023,Volkswagen,"$47,025 ",4184,11.36,73489,BEV,24649,
USA,2022,Kia,"$42,565 ",2559,14.42,59939,PHEV,4775,
Japan,2022,Kia,,2822,13.06,,HEV,54639,
UK,2020,Renault,"$48,974 ",3649,16.37,101770,HEV,16804,
USA,2015,BMW,"$15,126 ",3566,24.79,35191,BEV,10130,No
France,2015,BYD,"$24,324 ",4953,8.44,62317,BEV,32875,No
China,2022,Hyundai,"$6,554 ",1515,22.64,83922,HEV,30670,YES
Norway,2020,Chevrolet,"$49,612 ",3741,1.05,98534,BEV,64080,No
Japan,2019,Hyundai,"$28,312 ",1746,13.14,86920,HEV,41277,yes
France,2018,Nissan,"$32,051 ",2731,5.87,42688,PHEV,44258,no
China,2018,Volkswagen,"$36,193 ",1642,,64143,HEV,24488,no
UK,2022,Tesla,"$39,508 ",522,4.46,52031,PHEV,76900,no
France,2019,Nissan,"$3,653 ",1716,22.58,15053,HEV,11345,Yes
usa,2017,Chevrolet,"$34,396 ",,22.73,63625,PHEV,6583,Yes
Germany,2019,Hyundai,"$5,397 ",2931,8.96,83636,HEV,14329,
USA,2024,BYD,"$36,009 ",3030,22.43,127291,BEV,38052,no
Netherlands,2023,BYD,"$46,532 ",,25.98,81218,HEV,77981,YES
India,2015,Kia,"$33,766 ",2819,16.51,71313,PHEV,43818,yes
UK,2018,BMW,"$35,386 ",155,29.62,131913,HEV,38333,
China,2022,Volkswagen,"$17,076 ",3898,25.87,86022,BEV,68356,no
Canada,2024,BMW,"$35,789 ",1879,,99683,HEV,35635,Yes
India,2021,Volkswagen,"$7,965 ",2748,1.53,101656,PHEV,39871,yes
Norway,2024,Volkswagen,"$12,697 ",4945,9.93,79473,BEV,71167,yes
France,2023,Ford,"$10,099 ",3512,6.36,43673,PHEV,42910,yes
Norway,2020,Tesla,"$8,495 ",620,11.53,88307,BEV,79282,YES
Canada,2024,Ford,"$44,743 ",2183,15.3,117847,HEV,,YES
Japan,2015,BMW,,2611,4.1,,PHEV,14854,no
Netherlands,2024,Nissan,"$2,659 ",2459,9.63,8027,PHEV,28094,No
UK,2019,Tesla,"$46,540 ",1240,23.71,48841,HEV,29610,
India,2023,Chevrolet,,1920,4.59,,PHEV,41875,YES
Netherlands,2018,Chevrolet,"$26,581 ",3195,6.51,122608,HEV,61892,yes
USA,2021,BYD,"$36,025 ",1966,,43489,PHEV,17562,yes
India,2021,Volkswagen,"$42,356 ",1561,,117575,PHEV,33634,YES
China,2017,BYD,$560 ,,15,24625,BEV,3895,No
China,2023,Chevrolet,"$15,823 ",4170,25.26,113249,PHEV,33016,Yes
France,2023,BMW,,3970,24.29,,HEV,5011,
Germany,2023,Chevrolet,"$20,282 ",2165,9.38,61007,BEV,,no
UK,2018,Volkswagen,"$9,696 ",2509,22.88,89559,BEV,33769,No
Japan,2023,Renault,"$42,493 ",2491,10,123849,PHEV,,YES
Norway,2020,Kia,"$11,391 ",1871,19.99,56271,HEV,9320,YES
Netherlands,2017,Renault,"$11,240 ",3139,3.54,69473,PHEV,15380,yes
UK,2019,Tesla,"$11,860 ",4496,8.57,62038,BEV,7937,no
UK,2016,Chevrolet,"$40,386 ",557,6.19,66665,PHEV,,yes
Germany,2023,Ford,"$38,606 ",4290,,119343,HEV,41544,Yes
China,2018,Tesla,"$38,211 ",4704,18.99,124922,PHEV,41860,
Canada,2019,Chevrolet,"$3,725 ",3628,19.2,68381,HEV,,no
USA,2017,BYD,"$23,610 ",2572,24.95,68211,BEV,4114,yes
Germany,2024,Chevrolet,"$27,002 ",626,10.71,83567,BEV,36333,Yes
Germany,2017,Chevrolet,"$3,674 ",,18.96,40603,BEV,5321,No
UK,2018,Ford,"$30,935 ",3178,6.7,117933,HEV,6801,no
France,2024,BYD,"$14,630 ",4161,18.01,103725,HEV,61942,No
Netherlands,2017,Ford,"$13,361 ",676,21.67,75608,BEV,70101,Yes
Germany,2018,BMW,"$43,694 ",4603,14.7,131348,BEV,73902,
Germany,2017,BYD,"$27,136 ",3682,20.83,109821,PHEV,49639,No
uk,2020,Nissan,"$46,541 ",1002,25.76,74701,HEV,46156,yes
USA,2015,Renault,"$21,406 ",3198,12.22,84274,HEV,33167,no
Canada,2016,Ford,"$45,921 ",4714,3.6,117377,PHEV,20585,no
Japan,2018,Renault,,898,8.12,,BEV,40895,YES
India,2020,Chevrolet,"$4,220 ",2893,27.86,58584,PHEV,24345,Yes
China,2018,BMW,"$26,193 ",4273,21.73,94093,PHEV,69244,YES
Canada,2015,Volkswagen,"$13,482 ",934,17.07,71678,BEV,1495,
India,2021,BMW,"$45,255 ",2158,18.38,47807,HEV,52272,YES
Japan,2024,Nissan,"$36,353 ",3514,4.33,133740,BEV,24889,no
USA,2016,BYD,"$40,430 ",4664,26.55,105182,HEV,78004,Yes
Canada,2022,Volkswagen,"$33,422 ",1006,,61292,BEV,38394,no
Netherlands,2022,Nissan,"$14,759 ",4834,21.05,23612,BEV,13379,YES
France,2015,Renault,"$16,292 ",1726,6.52,80748,HEV,12049,no
UK,2020,BYD,"$1,286 ",4378,9.68,49977,BEV,,yes
Germany,2015,BYD,"$37,540 ",3777,10.91,77302,HEV,24600,Yes
France,2018,Volkswagen,"$29,738 ",675,11.53,118085,PHEV,58204,No
India,2021,Volkswagen,"$20,585 ",1079,22.51,77792,HEV,,YES
UK,2016,BYD,"$29,579 ",1222,22.6,39923,BEV,16896,yes
Canada,2024,Ford,"$24,317 ",2521,12.24,98220,PHEV,4228,no
Japan,2019,Hyundai,"$5,082 ",4965,18.96,43093,PHEV,45264,yes
China,2024,BYD,"$42,817 ",,16.83,89071,HEV,41096,YES
Netherlands,2017,Tesla,"$49,952 ",733,7.26,122043,HEV,66603,
China,2018,Chevrolet,"$28,912 ",4003,,81570,HEV,50549,No
France,2017,Nissan,"$12,049 ",1173,28.9,101017,HEV,16116,YES
Japan,2017,BMW,,3671,8.31,,PHEV,44617,Yes
Netherlands,2016,BYD,"$27,405 ",1969,,111926,HEV,59446,yes
Netherlands,2015,Volkswagen,"$48,394 ",1309,22.12,54388,PHEV,8489,yes
Germany,2024,Ford,"$26,611 ",87,17.63,104966,HEV,2996,yes
Norway,2021,Renault,"$44,887 ",287,,48976,BEV,,No
China,2020,Chevrolet,"$33,791 ",4285,24.66,130756,PHEV,71726,yes
Norway,2015,Hyundai,"$5,075 ",1807,7,28959,PHEV,,no
UK,2024,Ford,"$17,699 ",2704,25.58,67993,HEV,79015,YES
India,2015,BYD,"$34,678 ",4483,22.46,127506,PHEV,37132,yes
Germany,2023,Renault,"$36,610 ",1420,6.7,101626,PHEV,47233,Yes
China,2017,Kia,"$37,768 ",1182,25.26,125205,HEV,35409,yes
France,2021,Volkswagen,"$19,824 ",556,9.88,44878,PHEV,30709,yes
UK,2019,Kia,"$44,285 ",3733,6.59,55643,BEV,4240,
Norway,2020,Chevrolet,"$7,165 ",4739,3.94,99239,HEV,44965,no
India,2019,Chevrolet,"$12,498 ",892,14.99,44323,HEV,,Yes
Canada,2023,Volkswagen,"$5,704 ",4319,27.05,66945,PHEV,3244,
USA,2019,Nissan,"$33,286 ",651,4.52,42807,BEV,51017,yes
China,2021,Nissan,"$34,041 ",,6.57,99993,BEV,40563,Yes
France,2018,Ford,"$40,252 ",2577,9.11,117663,BEV,67275,No
USA,2016,BYD,"$2,045 ",4574,24.35,73708,HEV,24331,
Canada,2023,Tesla,"$23,504 ",883,,34996,BEV,55797,yes
Germany,2024,Chevrolet,"$14,249 ",863,17.19,90306,BEV,75205,yes
UK,2015,Ford,"$27,802 ",3101,27.76,123144,HEV,32624,
China,2023,Ford,"$13,940 ",4515,22.38,16209,PHEV,8868,Yes
UK,2018,Volkswagen,"$30,751 ",4191,10.75,47485,HEV,43429,yes
China,2019,Tesla,"$41,837 ",1690,19.08,51948,HEV,64753,Yes
Norway,2018,Renault,"$48,747 ",79,18.81,79824,PHEV,35775,
USA,2015,Nissan,"$49,070 ",2789,4.08,89333,BEV,56087,
Germany,2022,BYD,"$42,781 ",2340,8.41,61181,PHEV,41115,yes
Canada,2023,Volkswagen,"$14,749 ",3875,14.52,34971,PHEV,42139,No
India,2019,Tesla,"$49,883 ",1927,,92185,BEV,69159,No
Canada,2023,Volkswagen,,464,13.7,,PHEV,23785,
USA,2024,Tesla,"$13,317 ",2286,2.16,67343,HEV,30553,No
Japan,2019,Ford,"$24,048 ",4507,10.64,76335,BEV,7727,YES
India,2023,Ford,"$45,424 ",1575,11.64,78049,HEV,25918,
Norway,2024,Kia,"$41,895 ",186,29.02,95304,HEV,16577,
Netherlands,2018,Volkswagen,"$20,119 ",952,9.25,102850,BEV,28689,no
USA,2021,Ford,,2972,20.87,,HEV,22341,no
Japan,2017,Nissan,"$32,518 ",963,22.98,121277,PHEV,69416,YES
Canada,2017,Chevrolet,"$21,771 ",555,2.63,57466,BEV,31225,Yes
Netherlands,2024,Kia,,4162,16.87,,PHEV,78209,YES
India,2016,Chevrolet,"$22,417 ",3263,8.24,82581,PHEV,55530,YES
Germany,2018,Chevrolet,"$3,163 ",2948,3.97,7489,PHEV,4659,yes
netherlands,2019,Chevrolet,"$28,094 ",,,33857,PHEV,11828,No
Canada,2021,Ford,"$48,088 ",3039,21.15,145982,PHEV,38860,no
France,2024,Hyundai,,,12.43,,BEV,53311,yes
Norway,2015,Renault,"$14,015 ",263,23.22,74950,PHEV,44790,no
Norway,2018,BMW,,3054,16.58,,PHEV,78129,no
UK,2017,Ford,"$49,447 ",2902,,72119,BEV,6812,no
Germany,2024,Ford,"$31,585 ",664,6.85,88519,BEV,68334,Yes
Japan,2018,BYD,"$38,427 ",2981,20.62,47873,BEV,49867,no
China,2022,Tesla,"$27,700 ",4131,28.38,116592,BEV,40148,Yes
UK,2018,Chevrolet,"$17,892 ",4324,25.57,70552,HEV,54910,No
Canada,2019,BMW,"$35,950 ",999,23.3,107197,PHEV,73015,
USA,2016,Kia,"$31,890 ",,1.61,65042,PHEV,21836,no
Germany,2022,Renault,"$25,331 ",1017,,81979,HEV,27331,no
Germany,2016,Nissan,"$40,956 ",2581,12.69,61143,PHEV,12957,no
Japan,2018,Kia,"$4,879 ",3393,4.5,32984,BEV,1877,yes
Netherlands,2022,Tesla,"$48,853 ",1878,13.91,133161,PHEV,52567,Yes
UK,2022,Nissan,"$3,137 ",1075,13.43,86601,PHEV,,no
Germany,2017,Nissan,"$29,242 ",3649,,115334,HEV,47762,yes
Japan,2016,BMW,"$39,788 ",664,22.42,95832,PHEV,74948,YES
Japan,2024,Tesla,"$4,166 ",4287,9.2,76217,HEV,27627,yes
Germany,2017,Tesla,"$15,698 ",3995,2.36,46173,PHEV,20403,no
India,2023,BMW,"$4,181 ",1453,19.24,47473,HEV,6629,Yes
Japan,2023,Chevrolet,"$28,210 ",4096,,37627,PHEV,35765,
Canada,2021,Renault,"$9,463 ",4534,8.03,38138,PHEV,73267,no
Netherlands,2016,Renault,"$41,063 ",3150,9.39,131317,PHEV,69447,no
germany,2017,Hyundai,"$19,299 ",260,2.66,48632,HEV,22673,YES
France,2020,Tesla,"$49,385 ",,5.4,121486,HEV,23821,no
Japan,2024,Tesla,"$25,994 ",1183,3.25,27829,BEV,19646,yes
Canada,2021,Renault,"$12,324 ",4577,4.8,15753,HEV,42950,No
Canada,2024,BMW,"$42,386 ",3448,29.39,134572,PHEV,78527,YES
Germany,2019,BYD,"$21,668 ",3161,16.55,93784,HEV,73590,no
UK,2017,Ford,"$24,590 ",4583,12.2,29081,BEV,1706,yes
Canada,2016,Chevrolet,"$32,457 ",3074,29.91,71980,HEV,26163,no
USA,2024,Hyundai,"$18,218 ",1857,22.08,108349,PHEV,,YES
Canada,2024,BYD,"$41,133 ",3936,5.59,86248,BEV,62646,yes
USA,2016,Hyundai,"$43,658 ",,29.18,93974,BEV,60342,No
Norway,2024,Nissan,"$16,004 ",3067,25.34,82942,PHEV,9605,yes
India,2017,BYD,"$16,261 ",4167,,44304,PHEV,34635,YES
Netherlands,2023,Renault,"$14,279 ",28,14.68,30645,HEV,73107,No
Canada,2020,Kia,"$14,517 ",4160,29.66,19654,BEV,30992,no
Netherlands,2023,Kia,"$45,504 ",4336,26.84,125873,PHEV,67917,YES
India,2023,Hyundai,"$8,654 ",1477,21.46,33610,HEV,64879,YES
India,2024,BYD,"$17,764 ",3824,19.44,104828,BEV,2168,Yes
Norway,2018,Ford,"$45,624 ",,1.56,99421,HEV,36294,Yes
China,2018,Tesla,"$44,327 ",,18.57,75700,PHEV,31270,No
India,2023,Chevrolet,"$10,886 ",3565,17.3,91579,HEV,38879,No
Japan,2019,Kia,"$40,020 ",455,13.55,126956,BEV,78065,yes
China,2023,Nissan,"$17,145 ",1858,26.92,22170,BEV,44226,No
USA,2019,Ford,"$14,344 ",101,27.88,111399,BEV,75710,no
Japan,2020,Tesla,"$3,943 ",2543,9.08,46058,HEV,72260,No
Norway,2019,Hyundai,"$29,190 ",1417,21.56,77530,HEV,18794,yes
Japan,2021,Chevrolet,"$20,381 ",4382,12.38,71084,BEV,45354,Yes
Japan,2018,Nissan,"$26,252 ",4744,11.37,41642,PHEV,28307,Yes
Netherlands,2024,Ford,"$31,328 ",3947,9.79,56830,BEV,23486,YES
Canada,2023,Volkswagen,"$46,777 ",382,17.55,129271,BEV,11748,YES
India,2019,Kia,"$11,014 ",513,3.65,53676,BEV,16123,no
Netherlands,2020,BMW,"$35,644 ",1050,1.7,127013,PHEV,63013,no
Netherlands,2022,Tesla,"$31,831 ",1562,7.18,120336,BEV,22876,YES
Japan,2016,Nissan,"$9,449 ",2820,7.86,81655,PHEV,25099,YES
China,2017,Hyundai,"$39,835 ",4534,,93446,PHEV,39885,
Japan,2024,Renault,"$8,337 ",213,25.51,60349,HEV,60305,yes
France,2023,Kia,"$22,060 ",732,18.73,31780,BEV,38661,
France,2021,BYD,"$49,995 ",3796,5.94,72115,HEV,20790,No
Netherlands,2016,Tesla,"$28,412 ",1957,15.04,64224,BEV,50570,Yes
India,2023,Nissan,"$36,660 ",2782,,113868,BEV,73320,No
Netherlands,2016,Volkswagen,,1555,8.56,,PHEV,63559,no
Germany,2015,BYD,"$45,658 ",2949,15.87,89521,HEV,66439,No
USA,2022,Volkswagen,"$7,694 ",688,26.3,38471,HEV,27183,YES
India,2024,Nissan,"$27,945 ",1512,,116146,PHEV,17198,yes
India,2017,BYD,"$21,911 ",1435,4.81,37177,BEV,40422,yes
Norway,2017,Volkswagen,"$35,708 ",2052,21.83,44075,HEV,36362,yes
UK,2016,Tesla,"$38,785 ",3813,21.01,111631,BEV,37307,Yes
Japan,2016,Volkswagen,"$30,131 ",3493,10.31,37509,PHEV,77958,No
China,2017,Tesla,"$28,426 ",4921,22.36,122263,BEV,37931,No
Germany,2024,Ford,"$24,514 ",97,,121986,BEV,59502,no
India,2023,BYD,"$22,700 ",4283,1.2,30223,PHEV,58190,Yes
India,2015,Nissan,"$48,261 ",4691,16.15,62680,BEV,15457,no
India,2024,BYD,"$2,564 ",2384,20.76,54218,PHEV,7130,No
China,2017,BMW,"$40,687 ",2052,3.57,140109,PHEV,66185,YES
UK,2023,Nissan,"$33,977 ",3567,29.61,70995,BEV,9061,Yes
Norway,2022,BYD,"$9,109 ",2613,20.93,30914,BEV,8857,
UK,2022,BYD,"$12,120 ",2271,20.64,24946,BEV,14890,yes
India,2022,BMW,"$17,392 ",2389,15.02,93412,BEV,,No
Norway,2022,Kia,"$5,995 ",3915,,18262,HEV,7743,
France,2024,Kia,"$38,439 ",334,21.95,67991,BEV,66242,no
Norway,2024,BYD,"$46,272 ",2780,5.04,116365,HEV,,
China,2019,Hyundai,"$4,087 ",161,28.69,94167,HEV,59535,no
USA,2019,Ford,"$33,955 ",319,,115629,BEV,43462,yes
China,2020,Volkswagen,"$3,627 ",4578,,81722,BEV,69931,YES
UK,2024,Chevrolet,"$25,889 ",855,1.37,90638,PHEV,39672,no
India,2016,Kia,"$14,231 ",1777,7.74,66255,PHEV,4832,YES
Germany,2020,Kia,"$32,832 ",4285,7.55,111826,BEV,44481,YES
Japan,2015,BYD,"$3,081 ",1400,4.97,12499,HEV,30113,No
Canada,2022,Chevrolet,"$19,327 ",737,27.38,81357,BEV,12814,yes
Canada,2016,Nissan,"$34,304 ",1842,4.03,93140,PHEV,8435,YES
China,2016,Renault,"$2,048 ",1153,14.28,6455,BEV,33940,YES
China,2023,Kia,"$6,166 ",4364,8.56,82811,PHEV,27505,yes
France,2024,Renault,"$37,213 ",2219,13.89,89955,HEV,41522,
Norway,2022,BYD,"$16,096 ",4944,,20976,BEV,44454,
Germany,2023,Renault,"$44,039 ",2498,2.53,59838,HEV,61102,YES
UK,2024,Renault,"$49,284 ",2383,21.52,104646,HEV,54997,Yes
Norway,2021,Tesla,"$19,573 ",4105,23.27,77493,PHEV,76515,YES
UK,2020,BYD,"$20,816 ",1617,17.74,84331,PHEV,47705,Yes
India,2024,Kia,"$24,290 ",2190,2,96111,PHEV,10589,YES
USA,2017,Chevrolet,"$47,976 ",3836,9.49,125401,PHEV,31286,no
USA,2023,Ford,"$38,045 ",2745,29.97,129243,BEV,27639,
UK,2022,Volkswagen,"$17,705 ",172,15.17,111214,HEV,19316,
China,2024,Nissan,"$27,804 ",3545,4.09,114170,PHEV,14403,No
France,2022,Kia,"$15,016 ",2800,,100643,BEV,74495,Yes
USA,2017,Hyundai,"$32,432 ",3943,4.26,90673,PHEV,11367,Yes
India,2015,Ford,"$47,005 ",,27.08,133183,PHEV,77325,Yes
India,2024,Chevrolet,"$35,768 ",4576,24.81,73172,HEV,56182,no
China,2019,BYD,"$33,491 ",360,17.59,58618,PHEV,58692,YES
UK,2019,Chevrolet,"$29,353 ",4742,5.95,119479,PHEV,48997,no
India,2023,Kia,"$7,670 ",4134,,43857,HEV,66034,yes
China,2024,Volkswagen,"$6,740 ",1903,21.2,72662,HEV,77768,No
USA,2020,BYD,"$18,009 ",3127,1.63,67300,BEV,5042,YES
Norway,2018,Kia,"$37,701 ",2180,19.77,66639,HEV,44678,no
Netherlands,2024,BMW,"$36,212 ",4386,22.8,111535,BEV,,no
Canada,2024,Kia,"$2,486 ",,7.17,15647,PHEV,21689,
UK,2020,Renault,"$29,663 ",3590,14.32,104971,PHEV,64745,yes
Canada,2024,Tesla,"$1,711 ",239,27.93,17056,PHEV,32819,No
UK,2020,BMW,"$48,279 ",511,28.01,69229,BEV,16173,Yes
Germany,2017,BYD,"$34,237 ",3470,11.3,106593,BEV,15292,no
UK,2017,Hyundai,"$3,552 ",,,48929,HEV,68838,Yes
Canada,2019,Chevrolet,"$2,783 ",1617,,19403,HEV,31461,Yes
UK,2022,Renault,"$21,250 ",132,3.97,91513,HEV,58602,no
India,2022,Volkswagen,"$26,023 ",4968,29.21,35422,HEV,61726,
USA,2018,Chevrolet,"$27,870 ",158,26.21,72032,PHEV,4749,YES
Canada,2015,Renault,"$11,853 ",3911,13.22,24290,HEV,39104,No
Canada,2018,Chevrolet,"$5,051 ",2833,13.94,86754,PHEV,42445,
India,2020,BMW,"$48,136 ",209,27.42,100270,HEV,68847,
Japan,2019,Chevrolet,"$40,493 ",3383,13.7,120589,HEV,50756,Yes
UK,2018,Nissan,"$49,233 ",1427,17.89,74376,HEV,78603,
UK,2017,BYD,"$24,416 ",,6.34,75406,PHEV,63888,
USA,2019,Hyundai,"$4,315 ",,4.62,75624,HEV,13446,YES
Netherlands,2018,Hyundai,"$31,233 ",,29.95,80865,BEV,22576,Yes
UK,2022,Renault,"$3,820 ",2568,29.85,31392,HEV,18948,yes
Norway,2019,BMW,"$39,326 ",3301,21.75,131682,PHEV,73233,no
Canada,2016,Tesla,"$45,178 ",1075,11.22,95612,HEV,67617,YES
Canada,2023,BMW,"$20,769 ",2891,20.61,101501,HEV,78225,YES
Netherlands,2015,BMW,"$17,831 ",4770,4.06,84433,PHEV,34332,No
China,2024,Chevrolet,"$25,901 ",3680,24.47,72618,HEV,28027,YES
Germany,2023,Nissan,"$32,346 ",4641,9.3,56450,BEV,13224,no
Germany,2024,Nissan,"$39,284 ",4733,,118856,BEV,78928,No
China,2015,Volkswagen,"$8,438 ",,,13579,BEV,24350,no
Canada,2024,Chevrolet,"$10,046 ",1846,,51903,HEV,60840,yes
USA,2018,Chevrolet,"$6,077 ",3628,29.31,56180,PHEV,29647,Yes
canada,2017,Nissan,"$35,331 ",3652,19.73,131450,PHEV,67830,Yes
USA,2022,Kia,,4075,18.22,,BEV,25398,no
USA,2015,Kia,"$18,206 ",2451,1.07,78055,PHEV,75854,
India,2016,BYD,"$41,756 ",3059,2.61,57406,HEV,47118,YES
Netherlands,2019,Ford,,4364,8.51,,PHEV,12801,no
Germany,2021,Chevrolet,"$22,872 ",185,20.04,37160,HEV,23398,YES
Canada,2023,Ford,"$11,194 ",4009,29.08,22931,BEV,66140,yes
UK,2017,Hyundai,"$25,751 ",1833,20.63,78975,PHEV,,No
UK,2020,Renault Inc,"$20,143 ",556,9.81,105146,HEV,35808,Yes
Netherlands,2020,Volkswagen,"$2,252 ",1625,13.27,70388,BEV,61740,no
Germany,2022,BMW,"$47,219 ",4412,,92784,PHEV,21183,YES
Netherlands,2021,Volkswagen,"$1,632 ",2125,27.79,75801,PHEV,51639,Yes
